id,text,label,category
237,kultur_sanat hesabınız kilitlenmek üzere. Erişimi sürdürmek için: http://guvenlik-kontrol.info,phishing,kultur_sanat
238,saglik başvurunuz beklemeye alındı. Onaylamak için giriş yapın: http://onay-panel.co,phishing,saglik
239,siyaset işlem kaydınız doğrulanamadı. Yeniden doğrulamak için: http://hizli-onay.net,phishing,siyaset
240,spor sistem uyarısı: hesabınızı korumak için doğrulama gereklidir: http://guvenli-hesap.link,phishing,spor
241,Acil bildirim: teknoloji işleminizde sorun tespit edildi. 12 saat içinde doğrulamazsanız işlem iptal edilecektir: http://guvenli-islem.co,phishing,teknoloji
242,kargo hesabınızda güvenlik doğrulaması gerekmektedir. Hemen kontrol edin: http://hesap-dogrula.net,phishing,kargo
243,Son uyarı: ekonomi işleminiz askıya alındı. Tekrar etkinleştirmek için giriş yapın: http://onay-islem.info,phishing,ekonomi
244,kultur_sanat hizmetiniz geçici olarak durduruldu. Devam etmek için doğrulama yapın: http://hizli-dogrulama.link,phishing,kultur_sanat
245,saglik sisteminde eksik bilgi tespit edildi. Güncellemek için: http://bilgi-guncelle.co,phishing,saglik
246,siyaset bildirimi: işlem tamamlanamadı. Hemen doğrulama yapın: http://kontrol-panel.net,phishing,siyaset
247,spor hesabınız kilitlenmek üzere. Erişimi sürdürmek için: http://guvenlik-kontrol.info,phishing,spor
248,teknoloji başvurunuz beklemeye alındı. Onaylamak için giriş yapın: http://onay-panel.co,phishing,teknoloji
249,kargo işlem kaydınız doğrulanamadı. Yeniden doğrulamak için: http://hizli-onay.net,phishing,kargo
250,ekonomi sistem uyarısı: hesabınızı korumak için doğrulama gereklidir: http://guvenli-hesap.link,phishing,ekonomi
